"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"ピアポントとは意見が合わない点も多いけど、フェイスレスヴォイドを怒らせるのは危険だと気づいた彼は賢明だった。私はクラスズリーム協定はあまり好きじゃない。時間魔法は楽しかったからね。でも、世界の時系列がムチャクチャになるよりはましさ。"
"DCG_VO_treant_protector_single_target_damage_02"	"守護者は時に破壊者にならねばならぬ。"
"DCG_VO_treant_protector_single_target_damage_03"	"生き残りをかけた戦いだ…"
"DCG_VO_treant_protector_single_target_damage_04"	"どうしてもというなら、お前らの命を奪うまでだ。"
"DCG_VO_treant_protector_single_target_damage_05"	"ここはお前の来る場所ではない。"
"DCG_VO_treant_protector_single_target_damage_06"	"体がボロボロになるぞ。"
"DCG_VO_treant_protector_single_target_damage_07"	"まだ分からないようだな。"
"DCG_VO_treant_protector_single_target_damage_08"	"これ以上続けると、この程度ではすまぬぞ。"
"DCG_VO_treant_protector_single_target_damage_09"	"お前の愚かさには感心しない。"
"DCG_VO_treant_protector_single_target_damage_10"	"私は決して引き下がらない。"
"DCG_VO_treant_protector_multi_damage_small_01"	"私を怒らせるとこうなるのだ。"
"DCG_VO_treant_protector_multi_damage_small_02"	"ここに来たのが愚かだったのだ…"
"DCG_VO_treant_protector_multi_damage_small_03"	"お前は寄生虫だ。"
"DCG_VO_treant_protector_multi_damage_small_04"	"消え失せよ！"
"DCG_VO_treant_protector_multi_damage_small_05"	"数などものではない…"
"DCG_VO_treant_protector_multi_damage_small_06"	"まとめて相手しよう…"
"DCG_VO_treant_protector_multi_damage_small_07"	"痛みは最大の教師だ。学ぶがいい。"
"DCG_VO_treant_protector_multi_damage_small_08"	"私が楽な相手だと思ったのか？"
"DCG_VO_treant_protector_multi_damage_small_09"	"戦争は醜い。だがそれもまもなく終わる。"
"DCG_VO_treant_protector_multi_damage_small_10"	"こうなる必要はなかったのだ。"
"DCG_VO_treant_protector_multi_damage_large_01"	"これはお前たちが自ら選んだことだ。"
"DCG_VO_treant_protector_multi_damage_large_02"	"お前たちの倒れた地に新たな森が生まれる。"
"DCG_VO_treant_protector_multi_damage_large_03"	"森がこの戦場が覆った後も、お前たちのことは覚えておこう。"
"DCG_VO_treant_protector_multi_damage_large_04"	"出て行け！"
"DCG_VO_treant_protector_multi_damage_large_05"	"お前たちは負ける側についてしまったのだ。"
"DCG_VO_treant_protector_multi_damage_large_06"	"そろそろ自らの選択を後悔している頃だろう…"
"DCG_VO_treant_protector_multi_damage_large_07"	"こうなる必要はなかったのだ。"
"DCG_VO_treant_protector_multi_damage_large_08"	"死んだ仲間を見て知るのだ。お前たちの狂気の代償を。"
"DCG_VO_treant_protector_multi_damage_large_09"	"命を投げ捨ておって…"
"DCG_VO_treant_protector_multi_damage_large_10"	"お前たちが消えても世界は続く。むしろ豊かになろう。"
"DCG_VO_treant_protector_pleased_01"	"季節と共に、私も移り変わる。"
"DCG_VO_treant_protector_pleased_02"	"おお！何と素晴らしい。"
"DCG_VO_treant_protector_pleased_03"	"なんといい日だろう…"
"DCG_VO_treant_protector_pleased_04"	"滅多に驚かない私に、こんなに愉快な驚きがあろうとは。"
"DCG_VO_treant_protector_pleased_05"	"これは嬉しい…"
"DCG_VO_treant_protector_pleased_06"	"至福の瞬間だ…"
"DCG_VO_treant_protector_pleased_07"	"面白い…"
"DCG_VO_treant_protector_pleased_08"	"この時がずっと続いて欲しいものだ…"
"DCG_VO_treant_protector_pleased_09"	"こんなに喜ばしいことは滅多にない…"
"DCG_VO_treant_protector_pleased_10"	"いい日だ…"
"DCG_VO_treant_protector_concerned_01"	"絶望に陥ってはならない。"
"DCG_VO_treant_protector_concerned_02"	"望んでいた夢とは違うぞ。"
"DCG_VO_treant_protector_concerned_03"	"後悔でいっぱいだ。"
"DCG_VO_treant_protector_concerned_04"	"なぜこうなった。"
"DCG_VO_treant_protector_concerned_05"	"私の死は避けられなかったようだ…"
"DCG_VO_treant_protector_concerned_06"	"無駄死にはしない。"
"DCG_VO_treant_protector_concerned_07"	"なぜ負けているのだ？"
"DCG_VO_treant_protector_concerned_08"	"私が倒れたら誰が森を守る？"
"DCG_VO_treant_protector_concerned_09"	"愛するものがすべて灰になる…"
"DCG_VO_treant_protector_concerned_10"	"ここで死ぬのなら、せめて世界を良くして死のう。"
"DCG_VO_treant_protector_angry_01"	"負けるものか！"
"DCG_VO_treant_protector_angry_02"	"奴らに報いを！"
"DCG_VO_treant_protector_angry_03"	"死ぬのだ！"
"DCG_VO_treant_protector_angry_04"	"自分のしたことが分かっているのか…"
"DCG_VO_treant_protector_angry_05"	"私と力比べをして、自分の限界を知るがよい。"
"DCG_VO_treant_protector_angry_06"	"プロテクターが戦いに向かうと、大地が震える…"
"DCG_VO_treant_protector_angry_07"	"捻り潰してやろう…"
"DCG_VO_treant_protector_angry_08"	"お前の野望もここまでだ。 "
"DCG_VO_treant_protector_angry_09"	"自然の猛威には対抗できまい！"
"DCG_VO_treant_protector_angry_10"	"お前の邪魔も、ここまでだ！ "
"DCG_VO_treant_protector_arrogant_01"	"相手が悪かったな。"
"DCG_VO_treant_protector_arrogant_02"	"幼子よ、深遠な古人の問題に首を突っ込むでない。"
"DCG_VO_treant_protector_arrogant_03"	"私がいることに感謝するのだな…"
"DCG_VO_treant_protector_arrogant_04"	"お前のような下等な生き物は私に太刀打ちできまい。"
"DCG_VO_treant_protector_arrogant_05"	"そんな武器や呪文は通用しない…"
"DCG_VO_treant_protector_arrogant_06"	"お前の才能は中途半端だ。"
"DCG_VO_treant_protector_arrogant_07"	"お前など取るに足らん相手だ。"
"DCG_VO_treant_protector_arrogant_08"	"私に挑んだことがお前の最後の過ちだ。"
"DCG_VO_treant_protector_arrogant_09"	"町で暮らす人間は、森を美化する。その恐ろしさを忘れて。"
"DCG_VO_treant_protector_arrogant_10"	"お前が手にしているのは無知という衣と、愚かさという武器だ。 "
"DCG_VO_treant_protector_enigmatic_01"	"我々の活躍で、森は救われる。"
"DCG_VO_treant_protector_enigmatic_02"	"高枝は風を呼び、根は大地を轟かす。"
"DCG_VO_treant_protector_enigmatic_03"	"森が呼んでいる… その子供であるプロテクターを。"
"DCG_VO_treant_protector_enigmatic_04"	"ここには偉大な力が宿る…"
"DCG_VO_treant_protector_enigmatic_05"	"私は未来の知恵を伝えに来た…"
"DCG_VO_treant_protector_enigmatic_06"	"ここは神聖な場所だ…"
"DCG_VO_treant_protector_enigmatic_07"	"この森は帝国を築く場所ではない…"
"DCG_VO_treant_protector_enigmatic_08"	"私の旅の代償は何だろうか。"
"DCG_VO_treant_protector_enigmatic_09"	"氷河がこの大地を覆い、溶け去った後に、私はこの場所を覚えているだろうか？"
"DCG_VO_treant_protector_enigmatic_10"	"時にはプロテクターでさえ、庇護が必要だ。"
"DCG_VO_treant_protector_death_01"	"<i>叫び声</i>"
"DCG_VO_sven_intro"	"私は守夜の騎士団に尽くすことにした。彼らと一緒に訓練し、学び、最高の騎士になる… そしていつか、内側から滅ぼしてやるのだ。"
"DCG_VO_sven_gods_strength"	"今の私では、処刑された父の仇は討てない。だがいつかその力を…。"
"DCG_VO_sven_equip_generic_weapon_01"	"この使い方なら訓練した。"
"DCG_VO_sven_equip_generic_weapon_02"	"いつでも戦える。"
"DCG_VO_sven_equip_generic_weapon_03"	"私に扱えない武器はない。"
"DCG_VO_sven_equip_generic_weapon_04"	"私はあらゆる武術を学んできた。"
"DCG_VO_sven_equip_generic_weapon_05"	"敵を倒してみせる。"
"DCG_VO_sven_equip_generic_armor_01"	"負けるつもりはない。"
"DCG_VO_sven_equip_generic_armor_02"	"守りは万全だ。"
"DCG_VO_sven_equip_generic_armor_03"	"これが必要だった。"
"DCG_VO_sven_equip_generic_armor_04"	"戦闘には備えが必要だ。"
"DCG_VO_sven_equip_generic_armor_05"	"不用意に戦いに挑むような真似はしない。"
"DCG_VO_sven_equip_generic_accessory_01"	"助かる。"
"DCG_VO_sven_equip_generic_accessory_02"	"これは役に立つ。"
"DCG_VO_sven_equip_generic_accessory_03"	"ありがとう。"
"DCG_VO_sven_equip_generic_accessory_04"	"騎士にふさわしい飾りだ。"
"DCG_VO_sven_equip_generic_accessory_05"	"感謝する。"
"DCG_VO_sven_kill_rival_01"	"相手が悪かったのだ。"
"DCG_VO_sven_kill_rival_02"	"私を倒すなど到底無理な話だ…"
"DCG_VO_sven_kill_rival_03"	"貴様にもともと勝ち目はなかった。"
"DCG_VO_sven_kill_rival_04"	"貴様の負けだ！"
"DCG_VO_sven_kill_rival_05"	"良い戦いぶりだった。"
"DCG_VO_sven_kill_rival_06"	"気高い死を与えよう。"
"DCG_VO_sven_kill_rival_07"	"貴公は立派な敵だった。"
"DCG_VO_sven_kill_rival_08"	"これが貴様の最期だ。"
"DCG_VO_sven_kill_rival_09"	"私を手こずらせるとは。"
"DCG_VO_sven_kill_rival_10"	"この戦いは忘れない。"
"DCG_VO_sven_use_include_01"	"<i>咆哮</i>"
"DCG_VO_sven_use_include_02"	"力が全身を駆け巡る！"
"DCG_VO_sven_use_include_03"	"私の力にかなう者などいない！"
"DCG_VO_sven_unique_01"	"全員、斬る。"
"DCG_VO_sven_unique_02"	"麦の穂のように切り倒してやろう。"
"DCG_VO_sven_unique_03"	"私の剣も大忙しだな。"
"DCG_VO_sven_unique_04"	"久しぶりだな、友よ。"
"DCG_VO_sven_unique_05"	"これの本当の使い方を見せてやろう。"
"DCG_VO_sven_unique_06"	"友よ、ありがとう。"
"DCG_VO_sven_unique_07"	"守夜の騎士団もこれを訓練に取り入れるべきだった…"
"DCG_VO_sven_unique_08"	"ダイアーどもに死を！"
"DCG_VO_sven_unique_09"	"手下どもは私が相手になろう！"
"DCG_VO_sven_unique_10"	"カンナ、貴様など恐れん。"
"DCG_VO_sven_unique_11"	"信者をいくら連れて来ようが、貴様は助からん。"
"DCG_VO_sven_unique_12"	"終わりだ、プレレックス。"
"DCG_VO_sven_unique_13"	"好きなだけバラックを建てるがいい。全員切り伏せてくれる。"
"DCG_VO_sven_unique_14"	"この地から貴様の子供たちを駆逐する。"
"DCG_VO_sven_unique_15"	"貴様の娘たちがここで育つことはない。"
"DCG_VO_sven_unique_16"	"いくら毒を撒き散らそうが、貴様は助からん。"
"DCG_VO_sven_unique_17"	"レッドミストと真向勝負だ。"
"DCG_VO_sven_unique_18"	"侵略者たちを阻止してみせる。"
"DCG_VO_sven_unique_19"	"この反乱を鎮圧してやろう。"
"DCG_VO_sven_unique_20"	"この反乱軍も長くは持つまい。"
"DCG_VO_sven_healed_01"	"おおお"
"DCG_VO_sven_healed_02"	"ありがとう。"
"DCG_VO_sven_healed_03"	"礼を言う。"
"DCG_VO_sven_healed_04"	"戦いに戻ろう。"
"DCG_VO_sven_healed_05"	"その心遣い、感謝する。"
"DCG_VO_sven_taunt_generic_01"	"味方を守りに来た。"
"DCG_VO_sven_taunt_generic_02"	"タワーまで斬り進め！"
"DCG_VO_sven_taunt_generic_03"	"エンシェントはすぐ倒れる！"
"DCG_VO_sven_taunt_generic_04"	"容赦するな！"
"DCG_VO_sven_taunt_generic_05"	"勇敢に戦え！"
"DCG_VO_sven_taunt_generic_06"	"立派に戦うのだ！"
"DCG_VO_sven_taunt_generic_07"	"ここで終わらせるのだ！"
"DCG_VO_sven_taunt_generic_08"	"私に続け！"
"DCG_VO_sven_taunt_generic_09"	"勝利は近い！"
"DCG_VO_sven_taunt_generic_10"	"我らに立ち向かえる者などいない！"
"DCG_VO_sven_potential_kill_01"	"貴様はここで死ぬ運命だったのだ。"
"DCG_VO_sven_potential_kill_02"	"貴様に救済はない。"
"DCG_VO_sven_potential_kill_03"	"私の剣を逃れる者はいない。"
"DCG_VO_sven_potential_kill_04"	"守夜の騎士団に勝つなど到底無理なのだ。"
"DCG_VO_sven_potential_kill_05"	"ハッ！"
"DCG_VO_sven_potential_save_01"	"まだまだ。"
"DCG_VO_sven_potential_save_02"	"私の機転を甘くみたな。"
"DCG_VO_sven_potential_save_03"	"訓練の甲斐があった。"
"DCG_VO_sven_potential_save_04"	"こんな時に備えてきた。"
"DCG_VO_sven_potential_save_05"	"私は窮地でも慌てることはない。"
"DCG_VO_sven_permanent_armor_01"	"最期に生き残るのは私だ。"
"DCG_VO_sven_permanent_armor_02"	"私は敵に正面から立ち向かう。"
"DCG_VO_sven_permanent_armor_03"	"戦いが激しくなろうとも、私は倒れん。"
"DCG_VO_sven_permanent_armor_04"	"私の鎧は刃を通さない。"
"DCG_VO_sven_permanent_armor_05"	"奴らに私は殺せまい。"
"DCG_VO_sven_permanent_attack_01"	"私の刃は研がれた。"
"DCG_VO_sven_permanent_attack_02"	"訓練は日課だ。"
"DCG_VO_sven_permanent_attack_03"	"さらに強くなった…"
"DCG_VO_sven_permanent_attack_04"	"私の力は比類ない。"
"DCG_VO_sven_permanent_attack_05"	"いつでも戦える。"
"DCG_VO_sven_permanent_health_01"	"私は生き残る。"
"DCG_VO_sven_permanent_health_02"	"私は最後まで戦う。"
"DCG_VO_sven_permanent_health_03"	"私は簡単には倒れないぞ。"
"DCG_VO_sven_permanent_health_04"	"私は手強いぞ。"
"DCG_VO_sven_permanent_health_05"	"おとなしくやられる気はない。"
"DCG_VO_sven_cast_spell_01"	"あらゆる訓練を受けてきた…"
"DCG_VO_sven_cast_spell_02"	"騎士は状況に適応するものだ。"
"DCG_VO_sven_cast_spell_03"	"騎士たる者、常に戦況を見直さねば。"
"DCG_VO_sven_cast_spell_04"	"助けを求めることも時に必要…"
"DCG_VO_sven_cast_spell_05"	"さまざまな訓練を受けてきた…"
"DCG_VO_sven_cast_spell_06"	"守夜の騎士団の訓練は広範にわたる。"
"DCG_VO_sven_cast_spell_07"	"奥の手を使ってやるか…"
"DCG_VO_sven_cast_spell_08"	"まやかしはここまでだ。"
"DCG_VO_sven_cast_spell_09"	"敵の防衛網を破れ！"
"DCG_VO_sven_cast_spell_10"	"私が敵の支援を潰す！"
"DCG_VO_sven_cast_spell_11"	"敵が目を白黒させているぞ！"
"DCG_VO_sven_cast_spell_12"	"私に感謝するんだな。"
"DCG_VO_sven_buff_ally_01"	"ほら、友よ。"
"DCG_VO_sven_buff_ally_02"	"騎士団のやり方をみせてやろう。"
"DCG_VO_sven_buff_ally_03"	"もっと優れた戦士にしてやろう。"
"DCG_VO_sven_buff_ally_04"	"私が戦い方を教えてやる。"
"DCG_VO_sven_buff_ally_05"	"私が師となろう。"
"DCG_VO_sven_buff_ally_06"	"力を合わせて戦おう。"
"DCG_VO_sven_buff_ally_07"	"力を合わせなければ勝利はない。"
"DCG_VO_sven_buff_ally_08"	"一人で戦うのは愚か者だけだ。"
"DCG_VO_sven_buff_ally_09"	"私たちは仲間だ。私を信用してくれ。"
"DCG_VO_sven_buff_ally_10"	"友よ、私が貴公たちを守ろう。"
"DCG_VO_sven_debuff_enemy_01"	"これを何度でもやってやろう。"
"DCG_VO_sven_debuff_enemy_02"	"貴様には技が足りない。"
"DCG_VO_sven_debuff_enemy_03"	"スキだらけだぞ。"
"DCG_VO_sven_debuff_enemy_04"	"まともな訓練を受けていないな。"
"DCG_VO_sven_debuff_enemy_05"	"貴様はこの戦いで死ぬ。"
"DCG_VO_sven_debuff_enemy_06"	"素早く殺してやろう。"
"DCG_VO_sven_debuff_enemy_07"	"これが実力の差だ。"
"DCG_VO_sven_debuff_enemy_08"	"貴様に助かるすべはない。"
"DCG_VO_sven_debuff_enemy_09"	"貴様はじきに倒れる。"
"DCG_VO_sven_debuff_enemy_10"	"貴様に勝ち目はない。"
"DCG_VO_sven_single_target_damage_01"	"貴様の勇気を見せてみろ。"
"DCG_VO_sven_single_target_damage_02"	"お互いに高貴な戦士として戦おう。"
"DCG_VO_sven_single_target_damage_03"	"最高の戦士を決める時だ。"
"DCG_VO_sven_single_target_damage_04"	"腕くらべだ。"
"DCG_VO_sven_single_target_damage_05"	"どちらか1人が倒れるまで戦う。"
"DCG_VO_sven_single_target_damage_06"	"こいつは私がやる。"
"DCG_VO_sven_single_target_damage_07"	"私がお前の相手だ。"
"DCG_VO_sven_single_target_damage_08"	"勝負だ！"
"DCG_VO_sven_single_target_damage_09"	"貴様の気概を見せてみろ。"
"DCG_VO_sven_single_target_damage_10"	"貴公が生きる術はない。"
"DCG_VO_sven_multi_damage_small_01"	"ここは私に任せろ。"
"DCG_VO_sven_multi_damage_small_02"	"戦士はこんなものに用はない！"
"DCG_VO_sven_multi_damage_small_03"	"貴様らに生き残る術はない…"
"DCG_VO_sven_multi_damage_small_04"	"貴様の軍は訓練不足だ。"
"DCG_VO_sven_multi_damage_small_05"	"貴様の軍は滅びる。"
"DCG_VO_sven_multi_damage_small_06"	"そんな兵力では私を倒せん。"
"DCG_VO_sven_multi_damage_small_07"	"貴様の軍など私が破壊する。"
"DCG_VO_sven_multi_damage_small_08"	"戦いについて私が教えてやろう。"
"DCG_VO_sven_multi_damage_small_09"	"血の洗礼を受けるがいい。"
"DCG_VO_sven_multi_damage_small_10"	"私たちに敵対するとどうなるか見せてやろう…"
"DCG_VO_sven_multi_damage_large_01"	"血の道を築いてやろう…"
"DCG_VO_sven_multi_damage_large_02"	"誰が相手でも不足はない！"
"DCG_VO_sven_multi_damage_large_03"	"皆でかかって来い！"
"DCG_VO_sven_multi_damage_large_04"	"全員でかかって来い！"
"DCG_VO_sven_multi_damage_large_05"	"御託はもう聞き飽きた！"
"DCG_VO_sven_multi_damage_large_06"	"私と戦え！"
"DCG_VO_sven_multi_damage_large_07"	"私の剣が赤く染まる…"
"DCG_VO_sven_multi_damage_large_08"	"一人残らず始末してやる！ "
"DCG_VO_sven_multi_damage_large_09"	"戦いの始まりだ！"
"DCG_VO_sven_multi_damage_large_10"	"最後に戦場にひとり立つのは私だ！"
"DCG_VO_sven_pleased_01"	"これはいい。"
"DCG_VO_sven_pleased_02"	"なんと幸運な…"
"DCG_VO_sven_pleased_03"	"嬉しい限りだ…"
"DCG_VO_sven_pleased_04"	"願ってもいない展開だ。"
"DCG_VO_sven_pleased_05"	"これでいい。"
"DCG_VO_sven_pleased_06"	"ハハハハハ！"
"DCG_VO_sven_pleased_07"	"すばらしいぞ。"
"DCG_VO_sven_pleased_08"	"これは好都合だ…"
"DCG_VO_sven_pleased_09"	"いい展開だ…"
"DCG_VO_sven_pleased_10"	"すべて順調のようだな…"
"DCG_VO_sven_concerned_01"	"いやはや…"
"DCG_VO_sven_concerned_02"	"これは問題だ…"
"DCG_VO_sven_concerned_03"	"作戦を考え直さなくては…"
"DCG_VO_sven_concerned_04"	"毅然として死を迎えよう。"
"DCG_VO_sven_concerned_05"	"どんなに不利でも、後へは引かない。"
"DCG_VO_sven_concerned_06"	"降伏などしない。"
"DCG_VO_sven_concerned_07"	"多勢に無勢だな…"
"DCG_VO_sven_concerned_08"	"勇気を持って死に向かおう。"
"DCG_VO_sven_concerned_09"	"希望を捨てるな。まだ勝ち目はある。"
"DCG_VO_sven_concerned_10"	"一時の不利にすぎん…"
"DCG_VO_sven_angry_01"	"この野郎！"
"DCG_VO_sven_angry_02"	"よくも！"
"DCG_VO_sven_angry_03"	"無礼の代償は高いぞ…"
"DCG_VO_sven_angry_04"	"貴様には負けん！"
"DCG_VO_sven_angry_05"	"忘れはせんぞ！"
"DCG_VO_sven_angry_06"	"私にかなうとでも？"
"DCG_VO_sven_angry_07"	"私は守夜の騎士だ！"
"DCG_VO_sven_angry_08"	"ここに来たことを後悔するだろう…"
"DCG_VO_sven_angry_09"	"今のがお前の命取りだ。"
"DCG_VO_sven_angry_10"	"後悔する間もなく死ぬがいい…"
"DCG_VO_sven_arrogant_01"	"私は誰よりも戦の道を学んできた。"
"DCG_VO_sven_arrogant_02"	"レッドミストなど私一人で十分…"
"DCG_VO_sven_arrogant_03"	"私の剣の一振りで、ヴールも壊滅する…"
"DCG_VO_sven_arrogant_04"	"私が青銅軍団に入れば、1年で司令官になれる…"
"DCG_VO_sven_arrogant_05"	"騎士団の要求する技術は、すべて習得した…"
"DCG_VO_sven_arrogant_06"	"守夜騎士団は無比の存在..."
"DCG_VO_sven_arrogant_07"	"敵が1人とは。いつもは3人が相手だが。"
"DCG_VO_sven_arrogant_08"	"私に命を散らしてもらいたいバカはどいつだ？"
"DCG_VO_sven_arrogant_09"	"私の剣を受けきれる者はいない。"
"DCG_VO_sven_arrogant_10"	"私の武力は比類ない。"
"DCG_VO_sven_enigmatic_01"	"復讐のため、生き延びるのだ…"
"DCG_VO_sven_enigmatic_02"	"時を待つことも大事だ…"
"DCG_VO_sven_enigmatic_03"	"じっと機会を待って、奴らを叩く。"
"DCG_VO_sven_enigmatic_04"	"急いては事を仕損じる…"
"DCG_VO_sven_enigmatic_05"	"その時が来るのを待とう。"
"DCG_VO_sven_enigmatic_06"	"勝利への道はすべて計画済み…"
"DCG_VO_sven_enigmatic_07"	"用心深く事を進めねば…"
"DCG_VO_sven_enigmatic_08"	"私の企みには気づいていまい…"
"DCG_VO_sven_enigmatic_09"	"これは利用しがいがある…"
"DCG_VO_sven_enigmatic_10"	"私に任せろ…"
"DCG_VO_sven_death_01"	"<i>叫び声</i>"
"DCG_VO_prellex_intro"	"兄弟たちよ。エンシェントの来る日は近い。私の見る予兆も、日々鮮烈になっています。紫に染まる空、引き裂かれた月。そしてエンシェントの声がささやくのです。「我が到来に備えよ」と。備える…簡単な言葉ですが、大変な務めです…使者となり、エンシェントの慈愛を世に知らせてまわるのです。その輝かしき到来の知らせが、人々に喜ばれようとも、蔑まれようとも。大工となり、寺院を築くのです。私の予兆を信じる人達のためだけでなく、世界全体にエンシェントの輝きを伝えるために。熱狂者となり、命を捨てて聖地を守るのです。戦はもう始まっているからです。カンナの狂信者たちが私たちの行いを無に帰そうとしています。私たちもそれと同じ覚悟が必要です。 "
"DCG_VO_prellex_barracks_intro"	"信者たちが次々やってきます… 彼らの住み家が必要です。"
"DCG_VO_prellex_watchtower_intro"	"カンナの勢力は危険です… 常に見張りを怠らずに。"
"DCG_VO_prellex_tower_barrage_intro"	"私たちの防壁は強固ですが、陥落不能ではありません… 幸い、大概の敵はタワーが追い払ってくれます。"
"DCG_VO_prellex_dimensional_portal_intro"	"どこで戦いがあろうと… レディアントはダイアーの非道に対抗します。"
"DCG_VO_prellex_equip_generic_weapon_01"	"私は戦士ではありませんが、最善を尽くします。"
"DCG_VO_prellex_equip_generic_weapon_02"	"羊飼いは、時には狼と戦わなければなりません。"
"DCG_VO_prellex_equip_generic_weapon_03"	"戦いの準備が整いました。"
"DCG_VO_prellex_equip_generic_weapon_04"	"最善を尽くしましょう。"
"DCG_VO_prellex_equip_generic_weapon_05"	"信者と共に戦いましょう。"
"DCG_VO_prellex_equip_generic_armor_01"	"死はそう簡単には訪れません。"
"DCG_VO_prellex_equip_generic_armor_02"	"この防具に感謝します。"
"DCG_VO_prellex_equip_generic_armor_03"	"少し気が休まりました。"
"DCG_VO_prellex_equip_generic_armor_04"	"長く生きれば、さらに信者を集められます。"
"DCG_VO_prellex_equip_generic_armor_05"	"出来る限り踏みとどまりましょう。"
"DCG_VO_prellex_equip_generic_accessory_01"	"私にはもったいない品です。"
"DCG_VO_prellex_equip_generic_accessory_02"	"心遣いに感謝します。"
"DCG_VO_prellex_equip_generic_accessory_03"	"他の者の良き模範となりましょう。"
"DCG_VO_prellex_equip_generic_accessory_04"	"これがあれば前線でも耐えられそうです。"
"DCG_VO_prellex_equip_generic_accessory_05"	"誇りに思います。"
"DCG_VO_prellex_kill_rival_01"	"あなたのしたことで、こうなった。"
"DCG_VO_prellex_kill_rival_02"	"こうなる必要はなかったのに。"
"DCG_VO_prellex_kill_rival_03"	"悔い改め、エンシェントに仕えなさい。"
"DCG_VO_prellex_kill_rival_04"	"この場所を汚した者には死が訪れるでしょう！"
"DCG_VO_prellex_kill_rival_05"	"エンシェントは傷つけさせません。"
"DCG_VO_prellex_kill_rival_06"	"私たちは最期までエンシェントを守ります。"
"DCG_VO_prellex_kill_rival_07"	"あなたを殺したくはありません。"
"DCG_VO_prellex_kill_rival_08"	"他に方法があればいいのですが…"
"DCG_VO_prellex_kill_rival_09"	"あなたは誤った歴史に加担している。"
"DCG_VO_prellex_kill_rival_10"	"エンシェントを守るためならどんなことでも…"
"DCG_VO_prellex_use_include_01"	"信者たちが大挙して来ます…彼らの泊まる場所が必要です。"
"DCG_VO_prellex_use_include_02"	"信者の皆さんの力が必要です！"
"DCG_VO_prellex_use_include_03"	"勝利を収めるまで、手を休めません！"
"DCG_VO_prellex_unique_01"	"御覧なさい。私たちの軍勢を..."
"DCG_VO_prellex_unique_02"	"我が兄弟姉妹たちよ、共に戦いましょう！"
"DCG_VO_prellex_unique_03"	"許して、カンナ。"
"DCG_VO_prellex_unique_04"	"あなたは可能性に満ちていたのに…"
"DCG_VO_prellex_unique_05"	"カンナ、なぜ自分の将来を台無しに？私が憎いから？"
"DCG_VO_prellex_unique_06"	"出でよ！"
"DCG_VO_prellex_unique_07"	"信者の力は止められません！"
"DCG_VO_prellex_unique_08"	"兄弟たちよ、今こそ力を！"
"DCG_VO_prellex_unique_09"	"エンシェントに仕える者よ、集え！"
"DCG_VO_prellex_unique_10"	"おかえり、カンナ。"
"DCG_VO_prellex_unique_11"	"長らくこの時を待っていました。"
"DCG_VO_prellex_unique_12"	"子を許さない母がいるでしょうか？"
"DCG_VO_prellex_unique_13"	"クオーラムは今日、強力な味方を得たのですよ。"
"DCG_VO_prellex_unique_14"	"クオーラムの贈り物を受け取りましょう。"
"DCG_VO_prellex_unique_15"	"大波となって、敵を襲うのです。"
"DCG_VO_prellex_unique_16"	"これはエンシェントの怒り！"
"DCG_VO_prellex_unique_17"	"エンシェントの力にひれ伏すのです！"
"DCG_VO_prellex_unique_18"	"自分の母を打ち倒すつもりですか？"
"DCG_VO_prellex_unique_19"	"私たちは祈りと瞑想で強くなるのです。"
"DCG_VO_prellex_unique_20"	"ここは私たち信者の聖域… 命をかけて守り抜きます。"
"DCG_VO_prellex_healed_01"	"おおお"
"DCG_VO_prellex_healed_02"	"感謝します。"
"DCG_VO_prellex_healed_03"	"借りができました。"
"DCG_VO_prellex_healed_04"	"ありがとう。"
"DCG_VO_prellex_healed_05"	"あなたの慈悲は忘れません。"
"DCG_VO_prellex_taunt_generic_01"	"私たちは戦い続けます！"
"DCG_VO_prellex_taunt_generic_02"	"必ずエンシェントを守るのです！"
"DCG_VO_prellex_taunt_generic_03"	"レディアントの意志と共に…"
"DCG_VO_prellex_taunt_generic_04"	"エンシェントに栄光を。"
"DCG_VO_prellex_taunt_generic_05"	"兄弟よ、戦うのです！"
"DCG_VO_prellex_taunt_generic_06"	"団結してこそ勝てるのです！"
"DCG_VO_prellex_taunt_generic_07"	"皆で勝利を掴むのです！"
"DCG_VO_prellex_taunt_generic_08"	"恐れるべきは失敗のみ… 死ではありません。"
"DCG_VO_prellex_taunt_generic_09"	"エンシェントを守るために立ち上がるのです！"
"DCG_VO_prellex_taunt_generic_10"	"決してあきらめません！"
"DCG_VO_prellex_potential_kill_01"	"レディアントが導いてくれます。"
"DCG_VO_prellex_potential_kill_02"	"必要なことをするまでです。"
"DCG_VO_prellex_potential_kill_03"	"あなたは滅びます！"
"DCG_VO_prellex_potential_kill_04"	"何としてもあなたを阻止します！"
"DCG_VO_prellex_potential_kill_05"	"エンシェントの意志は絶対です！"
"DCG_VO_prellex_potential_save_01"	"レディアントを讃えるのです。"
"DCG_VO_prellex_potential_save_02"	"今日の私に死は訪れません。"
"DCG_VO_prellex_potential_save_03"	"レディアントが守ってくれます。"
"DCG_VO_prellex_potential_save_04"	"エンシェントの奇跡です。"
"DCG_VO_prellex_potential_save_05"	"今のは危なかった。"
"DCG_VO_prellex_permanent_armor_01"	"エンシェントの加護です…"
"DCG_VO_prellex_permanent_armor_02"	"苦難に耐えましょう。"
